Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
5.650; Thermal sensor module; 0x21;11002;5501;9300;10500
5.650; Thermal sensor module; 0x22;8602;11403;4401;11900
5.700; Dynamics module data; 0x11;0000;17900;0000;6000
5.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
5.700; Thermal sensor module; 0x21;11902;16601;17703;6600
5.700; Thermal sensor module; 0x22;22202;3303;14001;14302
5.750; Dynamics module data; 0x11;0000;23300;0000;25400
5.750; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
5.750; Thermal sensor module; 0x21;17703;25000;2401;11101
5.750; Thermal sensor module; 0x22;16103;0503;3700;17302
5.800; Dynamics module data; 0x11;0000;20901;0000;1300
5.800; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
5.800; Thermal sensor module; 0x21;6201;10203;15701;8602
5.800; Thermal sensor module; 0x22;24902;16403;23902;4801
5.850; Dynamics module data; 0x11;0000;9301;0000;1001
5.850; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
5.850; Thermal sensor module; 0x21;23802;20001;13500;23402
5.850; Thermal sensor module; 0x22;11102;7302;9802;9301
5.900; Dynamics module data; 0x11;0000;10700;0000;13800
5.900; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
5.900; Thermal sensor module; 0x21;2601;1302;20903;5800
5.900; Thermal sensor module; 0x22;12300;16300;0201;1501
5.950; Dynamics module data; 0x11;0000;16300;0000;4401
5.950; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
5.950; Thermal sensor module; 0x21;9203;9101;9002;9002
5.950; Thermal sensor module; 0x22;18203;15903;4501;23003
6.000; Dynamics module data; 0x11;0000;1001;0000;5001
6.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
6.000; Thermal sensor module; 0x21;17201;0501;11701;12703
6.000; Thermal sensor module; 0x22;13103;21600;13402;23601
6.050; Dynamics module data; 0x11;0000;23100;0000;6401
6.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
6.050; Thermal sensor module; 0x21;2703;4102;20900;23800
6.050; Thermal sensor module; 0x22;3300;16503;7602;8000
6.100; Dynamics module data; 0x11;0000;19000;0000;16500
6.100; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
6.100; Thermal sensor module; 0x21;14702;18802;20001;22002
6.100; Thermal sensor module; 0x22;20102;17800;14603;15900
6.150; Dynamics module data; 0x11;0000;5201;0000;5300
6.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
6.150; Thermal sensor module; 0x21;0403;13201;14003;3901
6.150; Thermal sensor module; 0x22;25302;3603;22400;9202
6.200; Dynamics module data; 0x11;0000;17901;0000;7601
6.200; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
6.200; Thermal sensor module; 0x21;22302;14803;20403;6600
6.200; Thermal sensor module; 0x22;22102;12903;3203;2200
6.250; Dynamics module data; 0x11;0000;14100;0000;4801
6.250; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
6.250; Thermal sensor module; 0x21;14201;19401;21001;12403
6.250; Thermal sensor module; 0x22;7602;15701;16103;1802
6.300; Dynamics module data; 0x11;0000;4800;0000;13501
6.300; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
6.300; Thermal sensor module; 0x21;13702;19600;24700;3303
6.300; Thermal sensor module; 0x22;20800;14902;0603;9200
6.350; Dynamics module data; 0x11;0000;17700;0000;24700
6.350; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
6.350; Thermal sensor module; 0x21;0102;18103;2802;20602
6.350; Thermal sensor module; 0x22;2100;11102;18302;12101
6.400; Dynamics module data; 0x11;0000;7900;0000;20700
6.400; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
6.400; Thermal sensor module; 0x21;1600;25201;1001;20002
6.400; Thermal sensor module; 0x22;13701;3001;6902;11902
6.450; Dynamics module data; 0x11;0000;20901;0000;6901
6.450; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
6.450; Thermal sensor module; 0x21;4603;14800;13803;17200
6.450; Thermal sensor module; 0x22;12803;17701;20202;17802
6.500; Dynamics module data; 0x11;0000;6400;0000;15101
6.500; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
6.500; Thermal sensor module; 0x21;19601;6002;8502;3201
6.500; Thermal sensor module; 0x22;16100;14002;14101;18302
6.550; Dynamics module data; 0x11;0000;18401;0000;5600
6.550; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
6.550; Thermal sensor module; 0x21;22803;19901;20401;24702
6.550; Thermal sensor module; 0x22;5300;16502;21700;3600
6.600; Dynamics module data; 0x11;0000;14700;0000;14401
6.600; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
6.600; Thermal sensor module; 0x21;17401;4302;18402;7202
6.600; Thermal sensor module; 0x22;15900;0803;18201;11001
6.650; Dynamics module data; 0x11;0000;8901;0000;3500
6.650; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
6.650; Thermal sensor module; 0x21;14703;0601;17002;15903
6.650; Thermal sensor module; 0x22;18103;1800;12502;0800
6.700; Dynamics module data; 0x11;0000;6000;0000;5900
6.700; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
6.700; Thermal sensor module; 0x21;16401;5101;9102;11301
6.700; Thermal sensor module; 0x22;6702;20003;16801;23302
6.750; Dynamics module data; 0x11;0000;21200;0000;16201
6.750; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
6.750; Thermal sensor module; 0x21;5103;17703;21901;20301
6.750; Thermal sensor module; 0x22;4800;20802;14203;22200
6.800; Dynamics module data; 0x11;0000;8601;0000;13400
6.800; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
6.800; Thermal sensor module; 0x21;24102;19500;1303;5000
6.800; Thermal sensor module; 0x22;18102;16502;25001;19500
6.850; Dynamics module data; 0x11;0000;11301;0000;4400
6.850; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
6.850; Thermal sensor module; 0x21;18900;4802;4902;8403
6.850; Thermal sensor module; 0x22;12400;6202;24400;1303
6.900; Dynamics module data; 0x11;0000;16201;0000;8601
6.900; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
6.900; Thermal sensor module; 0x21;24202;22002;23102;14000
6.900; Thermal sensor module; 0x22;1403;11203;13302;12102
6.950; Dynamics module data; 0x11;0000;9701;0000;15701
6.950; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
6.950; Thermal sensor module; 0x21;12803;12301;1003;19302
6.950; Thermal sensor module; 0x22;3500;2201;4700;11703
7.000; Dynamics module data; 0x11;0000;1600;0000;21901
7.000; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
7.000; Thermal sensor module; 0x21;14500;20402;19300;9500
7.000; Thermal sensor module; 0x22;22902;15103;23300;19002
7.050; Dynamics module data; 0x11;0000;18100;0000;15201
7.050; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
7.050; Thermal sensor module; 0x21;2101;12203;13501;2703
7.050; Thermal sensor module; 0x22;15601;7902;23003;17502
7.100; Dynamics module data; 0x11;0000;16200;0000;19700
7.100; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
7.100; Thermal sensor module; 0x21;6102;6801;11503;24200
7.100; Thermal sensor module; 0x22;21801;22802;21401;11201
7.150; Dynamics module data; 0x11;0000;22101;0000;1701
7.150; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
7.150; Thermal sensor module; 0x21;3401;3003;22301;0103
7.150; Thermal sensor module; 0x22;20000;10500;23402;13103
7.200; Dynamics module data; 0x11;0000;11801;0000;14400
7.200; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
7.200; Thermal sensor module; 0x21;12601;2000;22100;6101
7.200; Thermal sensor module; 0x22;22202;4503;22003;6301
7.250; Dynamics module data; 0x11;0000;20901;0000;23600
7.250; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
7.250; Thermal sensor module; 0x21;15402;25300;24400;19601
7.250; Thermal sensor module; 0x22;16501;24500;21200;0001
7.300; Dynamics module data; 0x11;0000;1501;0000;6601
7.300; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
7.300; Thermal sensor module; 0x21;7703;18100;24601;23400
7.300; Thermal sensor module; 0x22;0002;0402;17802;8401
7.350; Dynamics module data; 0x11;0000;0001;0000;8200
7.350; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
7.350; Thermal sensor module; 0x21;21800;13601;0400;2702
7.350; Thermal sensor module; 0x22;10903;0901;0102;23902
7.400; Dynamics module data; 0x11;0000;1001;0000;11100
7.400; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
7.400; Thermal sensor module; 0x21;13701;11702;7100;23800
7.400; Thermal sensor module; 0x22;16001;0802;21800;14301
7.450; Dynamics module data; 0x11;0000;10601;0000;12501
7.450; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
7.450; Thermal sensor module; 0x21;22803;3200;20000;15902
7.450; Thermal sensor module; 0x22;14403;2200;4403;16800
7.500; Dynamics module data; 0x11;0000;1301;0000;10401
7.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
7.500; Thermal sensor module; 0x21;15400;22101;18402;6000
7.500; Thermal sensor module; 0x22;6203;9700;20202;4702
7.550; Dynamics module data; 0x11;0000;14301;0000;16600
7.550; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
7.550; Thermal sensor module; 0x21;20700;20300;16003;5600
7.550; Thermal sensor module; 0x22;20502;20400;23600;3402
7.600; Dynamics module data; 0x11;0000;23701;0000;23701
7.600; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
7.600; Thermal sensor module; 0x21;18503;21400;24101;22500
7.600; Thermal sensor module; 0x22;21900;9501;3501;11701
7.650; Dynamics module data; 0x11;0000;16500;0000;25100
7.650; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
7.650; Thermal sensor module; 0x21;24302;17902;5202;14900
7.650; Thermal sensor module; 0x22;23601;7601;13602;18103
7.700; Dynamics module data; 0x11;0000;3700;0000;5101
7.700; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
7.700; Thermal sensor module; 0x21;23700;7900;20202;23202
7.700; Thermal sensor module; 0x22;5400;21700;5202;18400
7.750; Dynamics module data; 0x11;0000;17100;0000;1200
7.750; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
7.750; Thermal sensor module; 0x21;21701;19003;18801;20703
7.750; Thermal sensor module; 0x22;2901;1202;16101;0200
7.800; Dynamics module data; 0x11;0000;10600;0000;16200
7.800; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
7.800; Thermal sensor module; 0x21;19801;1502;17003;0701
7.800; Thermal sensor module; 0x22;12003;20901;16701;8102
7.850; Dynamics module data; 0x11;0000;11100;0000;10400
7.850; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
7.850; Thermal sensor module; 0x21;9501;15000;20702;22102
7.850; Thermal sensor module; 0x22;15303;19800;13502;4903
7.900; Dynamics module data; 0x11;0000;14401;0000;10300
7.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
7.900; Thermal sensor module; 0x21;16502;20801;11503;25402
7.900; Thermal sensor module; 0x22;9601;23000;18600;22300
7.950; Dynamics module data; 0x11;0000;23001;0000;9701
7.950; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
7.950; Thermal sensor module; 0x21;5601;16200;15002;3203
7.950; Thermal sensor module; 0x22;25502;16002;17800;24902
8.000; Dynamics module data; 0x11;0000;5701;0000;23600
8.000; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
8.000; Thermal sensor module; 0x21;16102;24100;14703;18303
8.000; Thermal sensor module; 0x22;8603;17703;21400;23501
8.050; Dynamics module data; 0x11;0000;3301;0000;9301
8.050; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
8.050; Thermal sensor module; 0x21;24901;10600;15302;11903
8.050; Thermal sensor module; 0x22;3900;0401;9701;25102
8.100; Dynamics module data; 0x11;0000;3500;0000;19101
8.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
8.100; Thermal sensor module; 0x21;16202;19400;21903;12701
8.100; Thermal sensor module; 0x22;9001;10403;9102;4501
8.150; Dynamics module data; 0x11;0000;1100;0000;11001
8.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
8.150; Thermal sensor module; 0x21;17200;3002;24000;16301
8.150; Thermal sensor module; 0x22;19303;20102;2200;0603
8.200; Dynamics module data; 0x11;0000;5900;0000;12901
8.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
8.200; Thermal sensor module; 0x21;4901;10700;12302;4100
8.200; Thermal sensor module; 0x22;9303;15601;13702;11603
8.250; Dynamics module data; 0x11;0000;8501;0000;3900
8.250; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
8.250; Thermal sensor module; 0x21;8800;19802;1903;18002
8.250; Thermal sensor module; 0x22;9402;3102;23103;0300
8.300; Dynamics module data; 0x11;0000;17200;0000;2201
8.300; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
8.300; Thermal sensor module; 0x21;11600;23602;7402;2602
8.300; Thermal sensor module; 0x22;20603;2900;20001;19303
8.350; Dynamics module data; 0x11;0000;16200;0000;22901
8.350; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
8.350; Thermal sensor module; 0x21;11803;11401;3301;12902
8.350; Thermal sensor module; 0x22;5403;11702;9302;17002
8.400; Dynamics module data; 0x11;0000;19701;0000;22500
8.400; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
8.400; Thermal sensor module; 0x21;10201;2903;10602;13303
8.400; Thermal sensor module; 0x22;8601;20402;7101;25101
8.450; Dynamics module data; 0x11;0000;15400;0000;8300
8.450; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
8.450; Thermal sensor module; 0x21;12500;19400;8403;9902
8.450; Thermal sensor module; 0x22;23103;17302;12803;6600
8.500; Dynamics module data; 0x11;0000;8200;0000;3901
8.500; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
8.500; Thermal sensor module; 0x21;20400;19801;16103;4802
8.500; Thermal sensor module; 0x22;9103;13503;4701;5900
8.550; Dynamics module data; 0x11;0000;0000;0000;3601
8.550; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
8.550; Thermal sensor module; 0x21;8502;9402;23400;7302
8.550; Thermal sensor module; 0x22;9902;25400;15102;17901
8.600; Dynamics module data; 0x11;0000;18601;0000;17301
8.600; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
8.600; Thermal sensor module; 0x21;22403;6303;2402;2701
8.600; Thermal sensor module; 0x22;3900;1600;20801;15201
8.650; Dynamics module data; 0x11;0000;11401;0000;3600
8.650; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
8.650; Thermal sensor module; 0x21;23001;17403;1200;21202
8.650; Thermal sensor module; 0x22;18501;17603;20403;9503
8.700; Dynamics module data; 0x11;0000;20000;0000;14200
8.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
8.700; Thermal sensor module; 0x21;0902;2403;11103;8700
8.700; Thermal sensor module; 0x22;17000;12501;4202;13900
8.750; Dynamics module data; 0x11;0000;14100;0000;6101
8.750; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
8.750; Thermal sensor module; 0x21;13703;3401;16101;3501
8.750; Thermal sensor module; 0x22;5000;1101;8500;16302
8.800; Dynamics module data; 0x11;0000;22900;0000;1600
8.800; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
8.800; Thermal sensor module; 0x21;21503;11303;18901;4402
8.800; Thermal sensor module; 0x22;10602;8803;12503;6801
8.850; Dynamics module data; 0x11;0000;7800;0000;5001
8.850; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
8.850; Thermal sensor module; 0x21;14902;18700;1101;21502
8.850; Thermal sensor module; 0x22;7600;23901;2702;20201
8.900; Dynamics module data; 0x11;0000;24301;0000;11100
8.900; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
8.900; Thermal sensor module; 0x21;3500;9100;14800;19301
8.900; Thermal sensor module; 0x22;24902;19900;0000;5803
8.950; Dynamics module data; 0x11;0000;9301;0000;9001
8.950; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
8.950; Thermal sensor module; 0x21;23401;10302;3200;11103
8.950; Thermal sensor module; 0x22;16903;1301;9402;9701
9.000; Dynamics module data; 0x11;0000;11401;0000;25400
9.000; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
9.000; Thermal sensor module; 0x21;0401;16403;25000;16703
9.000; Thermal sensor module; 0x22;7802;16403;10901;2102
9.050; Dynamics module data; 0x11;0000;1700;0000;15100
9.050; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
9.050; Thermal sensor module; 0x21;3301;3102;0103;23600
9.050; Thermal sensor module; 0x22;12900;5900;3801;25102
9.100; Dynamics module data; 0x11;0000;4801;0000;4800
9.100; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
9.100; Thermal sensor module; 0x21;9803;6203;11201;5303
9.100; Thermal sensor module; 0x22;10600;19802;2601;12700
9.150; Dynamics module data; 0x11;0000;23900;0000;15101
9.150; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
9.150; Thermal sensor module; 0x21;16101;13201;14202;15800
9.150; Thermal sensor module; 0x22;17902;19402;11403;11000
9.200; Dynamics module data; 0x11;0000;16300;0000;16300
9.200; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
9.200; Thermal sensor module; 0x21;6203;16701;23800;4402
9.200; Thermal sensor module; 0x22;13201;25300;22401;2902
9.250; Dynamics module data; 0x11;0000;22101;0000;2001
9.250; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
9.250; Thermal sensor module; 0x21;11402;1203;0702;18000
9.250; Thermal sensor module; 0x22;20703;6702;8400;7403
9.300; Dynamics module data; 0x11;0000;19600;0000;24700
9.300; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
9.300; Thermal sensor module; 0x21;21503;5702;25100;25102
9.300; Thermal sensor module; 0x22;3601;13702;19100;20203
9.350; Dynamics module data; 0x11;0000;7700;0000;2901
9.350; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
9.350; Thermal sensor module; 0x21;10901;3303;24400;24700
9.350; Thermal sensor module; 0x22;10903;18000;13802;15202
9.400; Dynamics module data; 0x11;0000;20401;0000;21300
9.400; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
9.400; Thermal sensor module; 0x21;10902;10600;10502;17100
9.400; Thermal sensor module; 0x22;24302;2601;17402;14001
9.450; Dynamics module data; 0x11;0000;19500;0000;23600
9.450; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
9.450; Thermal sensor module; 0x21;0903;23402;13203;17400
9.450; Thermal sensor module; 0x22;9402;5501;6900;7200
9.500; Dynamics module data; 0x11;0000;4401;0000;5200
9.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
9.500; Thermal sensor module; 0x21;20100;4402;15002;17202
9.500; Thermal sensor module; 0x22;2300;13603;13403;5903
9.550; Dynamics module data; 0x11;0000;22301;0000;5101
9.550; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
9.550; Thermal sensor module; 0x21;16600;12703;9602;18603
9.550; Thermal sensor module; 0x22;14503;11401;2803;12100
9.600; Dynamics module data; 0x11;0000;20901;0000;16901
9.600; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
9.600; Thermal sensor module; 0x21;15401;14202;13900;10102
9.600; Thermal sensor module; 0x22;9901;5102;9601;4001
9.650; Dynamics module data; 0x11;0000;16600;0000;14200
